StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Last Seen Flow Element ID,Last Seen Question IDs,consent,eng_screener_1,eng_screener_2,prod_1_2,prod_2_2,prod_2_3,prod_2_4,prod_2_5,prod_2_6,prod_2_7,prod_2_8,prod_2_9,prod_2_10,prod_2_11,prod_2_12,prod_2_13,prod_2_14,prod_2_15,prod_2_16,prod_2_17,prod_2_18,prod_2_19,prod_2_20,prod_2_21,rt_prod_1_First Click,rt_prod_1_Last Click,rt_prod_1_Page Submit,rt_prod_1_Click Count,prod_1_painful_1,prod_1_typ_charge,prod_1_fair_price,prod_1_value_1,prod_1_purchased,prod_1_2,prod_2_2,prod_2_3,prod_2_4,prod_2_5,prod_2_6,prod_2_7,prod_2_8,prod_2_9,prod_2_10,prod_2_11,prod_2_12,prod_2_13,prod_2_14,prod_2_15,prod_2_16,prod_2_17,prod_2_18,prod_2_19,prod_2_20,prod_2_21,Q586_First Click,Q586_Last Click,Q586_Page Submit,Q586_Click Count,Q587_1,Q589,Q590,Q592_1,Q593,shark_screeners_1,shark_screeners_2,shark_screeners_3,shark_screeners_4,prod_1_2,prod_2_2,prod_2_3,prod_2_4,prod_2_5,prod_2_6,prod_2_7,prod_2_8,prod_2_9,prod_2_10,prod_2_11,prod_2_12,prod_2_13,prod_2_14,prod_2_15,prod_2_16,prod_2_17,prod_2_18,prod_2_19,prod_2_20,prod_2_21,Q596_First Click,Q596_Last Click,Q596_Page Submit,Q596_Click Count,Q597_1,Q599,Q600,Q602_1,Q603,age,gender,comments,mTurkCode,PROLIFIC_PID,STUDY_ID,SESSION_ID,Item,Description,Item2,Description2,Item3,Description3
8/4/2026 6:50,8/4/2026 6:56,0,98.163.222.89,100,404,1,8/4/2026 6:56,R_6ff6KrX07VjXnI2,,,,,29.9375,-90.0848,anonymous,EN,FL_EOS_ID,,1,2,1,3,6,6,1,1,7,6,7,7,1,5,5,3,5,6,2,3,1,1,2,2,14.846,94.941,96.522,25,6,300,50,6,0,4,3,4,1,1,7,4,7,6,4,6,6,1,1,6,6,6,1,1,1,1,9.722,67.713,68.464,23,3,100,25,6,0,1,1,0,0,3,5,3,1,1,7,4,7,7,1,1,1,2,1,1,6,6,2,2,2,2,6.466,57.505,59.047,23,2,19,6,7,1,63,2,I said I did purchase a digital book because I considered a free download from Gutenberg as a purchase.,,644a53ac09de69785b70ec16,6a717b1f4315ca0c46f51534,6a71dfc7ac8a129db46f0b93,Concert ticket,a concert ticket,Life insurance,life insurance,Digital book,a digital book
8/4/2026 6:49,8/4/2026 6:56,0,172.59.210.136,100,423,1,8/4/2026 6:56,R_611QgNgwipjOrEA,,,,,40.793,-74.0247,anonymous,EN,FL_EOS_ID,,1,2,1,7,7,6,3,5,4,5,6,3,7,5,7,1,6,7,1,6,2,3,5,7,13.577,116.126,117.03,22,6,20,5,5,1,7,7,7,2,3,3,5,7,6,3,2,3,7,7,7,3,2,3,1,1,2,5.075,89.487,90.107,25,6,120,50,5,0,1,0,0,0,5,7,6,2,7,4,4,7,7,2,1,4,6,7,6,6,3,1,1,1,1,16.659,104.509,105.283,22,5,80,50,6,0,35,3,,,69cae87c011ffb45829641f8,6a717b1f4315ca0c46f51534,6a71dfe7abfaf7a5934df72b,Parking,parking,Meal kit subscription,a meal kit subscription,Physical video game,a physical video game
8/4/2026 6:51,8/4/2026 6:57,0,71.74.121.81,100,327,1,8/4/2026 6:57,R_30peZc3NNUAmu4k,,,,,41.11,-81.5004,anonymous,EN,FL_EOS_ID,,1,2,1,2,3,5,1,5,3,6,4,6,5,7,7,7,7,7,7,7,1,1,1,1,5.783,69.628,70.735,32,5,100,75,7,1,7,7,7,1,1,1,6,7,7,1,1,1,7,7,7,7,7,1,1,1,1,4.936,50.928,52.07,36,7,500,150,5,0,1,1,0,0,1,1,1,7,5,1,7,7,7,1,1,5,1,1,1,3,7,2,2,1,2,4.083,58.392,59.561,24,1,15,15,7,1,45,2,,,66f7e8f5a7ee4726c04942de,6a717b1f4315ca0c46f51534,6a71e035060de87433922c9e,Pair of sneakers,a pair of sneakers,Designer watch,a designer watch,Digital book,a digital book
8/4/2026 6:51,8/4/2026 6:57,0,104.181.213.79,100,341,1,8/4/2026 6:57,R_3QxLD6YuFvIK7fz,,,,,43.0475,-87.8964,anonymous,EN,FL_EOS_ID,,1,2,1,4,4,5,6,6,6,7,6,6,1,1,5,1,3,2,6,5,1,1,1,4,9.594,86.393,87.256,24,2,50,20,5,0,4,5,3,6,7,5,7,6,4,6,2,4,7,7,4,4,4,1,1,1,2,3.928,61.925,62.899,25,2,15,5,5,0,1,1,0,0,3,4,3,2,2,2,2,6,6,4,2,3,7,7,4,4,4,2,1,2,3,6.842,67.689,68.75,24,1,10,5,6,1,31,2,,,69b4d2526cb22ee3d846b951,6a717b1f4315ca0c46f51534,6a71e0424b79b147ad42c92d,Gym membership,a gym membership,Cartridge of Printer Ink,a cartridge of printer ink,Shampoo,shampoo
8/4/2026 6:50,8/4/2026 6:57,0,208.104.58.68,100,406,1,8/4/2026 6:57,R_6lrJ05JyT7fUoAN,,,,,34.9672,-81.0491,anonymous,EN,FL_EOS_ID,,1,2,1,6,5,6,1,2,4,1,5,5,3,6,5,7,7,7,6,6,3,1,1,1,8.914,95.801,96.682,26,5,80,40,3,0,5,4,5,1,1,6,4,7,7,2,6,6,7,7,7,4,3,1,1,1,1,7.225,81.119,81.811,22,6,99,50,6,0,1,1,0,0,5,5,5,1,2,6,5,7,7,2,3,7,7,7,7,1,1,1,1,1,1,9.232,80.713,81.523,25,6,12,8,5,1,47,1,,,6983bd1fba34fab696d263f3,6a717b1f4315ca0c46f51534,6a71e00112d8c2e6b81f85ab,Perfume,perfume,Meal kit subscription,a meal kit subscription,Fast food meal,a fast food meal
8/4/2026 6:48,8/4/2026 6:57,0,149.75.129.12,100,494,1,8/4/2026 6:57,R_5J3re3Aivy7Yz3Q,,,,,41.6904,-87.6157,anonymous,EN,FL_EOS_ID,,1,2,1,4,5,2,5,2,6,4,3,7,2,2,6,7,1,6,6,1,6,4,4,4,3.786,29.06,32.07,25,6,122,90,4,0,5,5,6,7,5,3,3,6,6,4,5,6,3,4,5,5,6,1,4,4,1,2.947,24.658,25.38,26,2,11,3,6,1,1,0,0,0,5,3,5,5,4,5,5,4,3,3,6,6,2,1,2,6,6,5,7,4,3,2.48,12.468,20.368,21,2,10,10,5,1,42,1,,,60c12fe6ca8c4aa6d0185190,6a717b1f4315ca0c46f51534,6a71dfb106c91a146beed5ac,Electricity bill,an electricity bill,Parking,parking,Basic T-Shirt,a basic t-shirt
8/4/2026 6:49,8/4/2026 6:57,0,50.38.228.211,100,440,1,8/4/2026 6:57,R_6F9bnTsw9fWB3HI,,,,,33.837,-109.9643,anonymous,EN,FL_EOS_ID,,1,2,1,5,7,5,4,5,6,5,6,7,1,1,1,6,6,6,2,2,1,4,1,1,7.444,77.855,78.757,29,1,100,50,5,1,5,6,5,2,2,6,6,7,6,1,4,2,1,1,3,2,1,1,1,1,1,3.226,68.473,69.443,32,1,35,20,5,0,1,0,0,0,4,6,5,5,6,7,7,7,5,5,6,5,7,7,7,7,7,1,1,1,1,2.294,47.924,48.99,25,2,40,20,6,1,47,2,None thanks ,,662973533159df515afdd606,6a717b1f4315ca0c46f51534,6a71dfe66cebd0cf9775d68b,Meal kit subscription,a meal kit subscription,Uber or Lyft,Uber or Lyft,Shampoo,shampoo
8/4/2026 6:50,8/4/2026 6:57,0,98.227.50.150,100,404,1,8/4/2026 6:57,R_6PzIT21WzHUJm3O,,,,,41.8486,-87.6288,anonymous,EN,FL_EOS_ID,,1,2,1,4,5,2,2,4,6,6,5,2,1,5,6,7,6,6,5,5,1,1,1,2,5.23,76.807,77.705,33,2,7,5,6,1,5,5,5,1,1,3,4,7,6,1,1,3,7,7,7,7,7,1,1,1,1,4.279,53.927,54.623,34,5,450,300,7,0,1,0,0,0,5,5,5,1,1,5,5,1,3,3,7,7,1,1,1,1,1,1,1,1,7,5.547,105.545,105.908,34,6,0.75,0.25,1,1,26,1,,,665b7b047373d8da553237a6,6a717b1f4315ca0c46f51534,6a71dfe2c3c287e62e153941,Shampoo,shampoo,Bike,a bike,Highway Toll,a highway toll
8/4/2026 6:52,8/4/2026 6:57,0,74.50.221.201,100,303,1,8/4/2026 6:57,R_3iispgZg6KbNq9j,,,,,40.4086,-111.9308,anonymous,EN,FL_EOS_ID,,1,2,1,6,5,2,1,1,6,1,2,1,6,6,7,7,7,7,1,1,1,1,1,5,16.299,69.178,69.934,21,5,15,10,2,1,5,4,2,7,7,7,7,1,2,7,7,7,2,7,7,6,6,1,1,1,6,5.967,63.543,64.265,22,6,90,50,5,1,1,0,0,0,7,7,6,7,7,7,7,1,1,7,7,7,1,4,5,1,1,1,2,2,7,4.375,51.534,52.265,22,7,20,0,2,1,30,1,,,65f8d23136abafe80c61998a,6a717b1f4315ca0c46f51534,6a71e03ce9132bc3a3ac45fa,Fast food meal,a fast food meal,Tank of Gas,a tank of gas,Parking,parking
8/4/2026 6:51,8/4/2026 6:57,0,67.241.170.153,100,332,1,8/4/2026 6:57,R_3E0WYDgBHARlLyG,,,,,42.9005,-78.6726,anonymous,EN,FL_EOS_ID,,1,2,1,5,6,5,1,1,1,6,7,6,1,1,1,7,7,7,7,7,1,1,1,2,8.527,66.876,67.932,21,5,500,200,6,0,4,4,4,6,5,1,5,7,7,1,1,1,7,7,6,6,6,1,1,1,1,5.74,54.723,57.013,21,4,150,50,5,0,1,1,0,0,5,7,6,1,1,5,6,7,6,1,1,1,7,7,7,7,6,1,1,1,1,4.89,50.707,51.611,21,6,500,200,6,0,61,2,I evaluated the purchase of a bike twice in this survey.,,6a20484598c739d1d691a6e7,6a717b1f4315ca0c46f51534,6a71e03c5880634a11ca8981,Bike,a bike,Physical video game,a physical video game,Bike,a bike
8/4/2026 6:50,8/4/2026 6:57,0,98.144.210.224,100,427,1,8/4/2026 6:57,R_6eTp0QXgAe6TWbn,,,,,42.8886,-88.0384,anonymous,EN,FL_EOS_ID,,1,2,1,6,5,5,2,1,2,1,7,7,1,1,1,7,7,3,1,2,1,1,1,2,10.199,86.552,87.354,23,3,9,6,3,1,4,5,4,6,4,7,7,3,3,4,6,7,1,1,1,3,4,4,4,4,4,7.356,96.142,98.353,26,4,20,15,5,0,1,1,0,0,4,4,4,2,2,4,5,6,4,2,4,5,7,7,7,7,7,1,2,1,1,9.168,80.133,82.918,24,4,40,40,6,0,33,3,no comments,,699e42aa92d078d3b64b4a72,6a717b1f4315ca0c46f51534,6a71dffa30f6032586e4e754,Starbucks,Starbucks,Parking,parking,Textbook,a textbook
8/4/2026 6:52,8/4/2026 6:57,0,205.133.240.75,100,272,1,8/4/2026 6:57,R_3yuwTJWSL3eZ5pn,,,,,39.4214,-81.4664,anonymous,EN,FL_EOS_ID,,1,2,1,7,7,5,1,1,4,4,1,1,4,7,7,7,7,7,5,4,1,1,1,2,5.462,58.848,59.466,23,2,100,50,6,0,1,1,1,1,1,1,1,7,7,1,1,1,7,7,7,1,2,1,1,1,1,4.929,37.821,38.59,21,1,5,5,4,1,1,1,0,0,5,6,3,4,4,4,7,7,7,1,1,1,1,1,1,7,4,1,1,1,1,4.593,53.539,53.901,24,2,20,10,6,1,54,1,n/a,,63614899ad49a91f1ef09067,6a717b1f4315ca0c46f51534,6a71e00759e12781089800a7,Textbook,a textbook,Ice Cream,ice cream,Netflix,a Netflix subscription
8/4/2026 6:50,8/4/2026 6:57,0,70.160.208.42,100,382,1,8/4/2026 6:57,R_73866h33YyTE6tt,,,,,36.9886,-76.4143,anonymous,EN,FL_EOS_ID,,1,2,1,4,4,4,6,6,6,6,6,1,4,5,6,1,4,2,4,2,4,4,6,5,36.907,86.629,87.637,21,1,10,0,4,0,7,7,7,7,6,6,4,2,2,7,6,6,1,1,5,2,2,1,1,7,6,5.047,118.637,119.279,21,5,15,5,1,0,1,0,0,0,4,4,4,6,6,6,6,2,1,6,6,6,4,6,6,3,3,1,1,2,2,3.757,49.652,50.348,21,2,50,20,5,1,30,2,,,655fa55ae220887674baf9d6,6a717b1f4315ca0c46f51534,6a71e02f6eb6f101d245c3cc,Hotel Wifi,hotel wifi,Highway Toll,a highway toll,Tank of Gas,a tank of gas
8/4/2026 6:50,8/4/2026 6:57,0,173.41.8.46,100,404,1,8/4/2026 6:57,R_7G1xh27RrtxTMBC,,,,,32.7507,-97.2095,anonymous,EN,FL_EOS_ID,,1,2,1,7,7,6,5,6,7,7,1,2,5,7,1,4,1,2,6,4,1,1,1,7,30.529,104.785,105.527,23,2,200,80,6,1,4,4,4,1,1,1,1,7,7,1,1,5,7,6,1,1,1,1,1,1,1,11.547,111.555,112.379,21,1,80,60,5,1,1,0,0,0,2,4,2,7,7,6,7,6,5,6,1,4,7,7,6,5,6,1,1,1,1,5.385,59.54,60.398,23,2,30,20,5,1,29,2,,,69f39df5fdef5b2e2a84011b,6a717b1f4315ca0c46f51534,6a71e00dbdefadac5fe663a9,Electricity bill,an electricity bill,Restaurant dinner,a restaurant dinner,Cartridge of Printer Ink,a cartridge of printer ink
8/4/2026 6:49,8/4/2026 6:57,0,73.45.124.138,100,450,1,8/4/2026 6:57,R_6OprJqaQsE81jjP,,,,,41.4959,-87.8487,anonymous,EN,FL_EOS_ID,,1,2,1,1,4,1,1,1,4,1,7,7,1,1,1,7,7,5,7,7,1,1,1,1,55.707,109.138,109.782,27,1,15,12,7,1,1,1,1,1,1,1,1,7,4,1,1,1,7,7,6,7,7,1,1,1,1,1.753,48.206,48.559,26,1,120,115,7,0,1,0,0,0,1,1,1,7,1,1,7,4,1,1,2,1,1,1,4,1,1,7,1,7,5,2.817,46.886,48.265,25,1,0,0,7,0,38,2,,,65e33239b5fa3ca93950aa67,6a717b1f4315ca0c46f51534,6a71dfecad20345ef2d8eb1b,Board Game,a board game,Bike,a bike,Hotel Wifi,hotel wifi
8/4/2026 6:51,8/4/2026 6:57,0,173.70.147.12,100,376,1,8/4/2026 6:57,R_6D6Ob52PtyyUYeZ,,,,,40.6853,-74.4516,anonymous,EN,FL_EOS_ID,,1,2,1,6,5,7,1,1,2,3,7,7,3,1,2,7,7,7,6,6,3,1,1,2,12.562,72.476,73.886,30,5,2000,350,1,0,1,3,2,4,5,3,5,7,6,6,1,2,1,3,4,6,5,2,2,2,3,10.649,71.57,71.96,29,2,15,10,4,0,1,0,0,0,3,4,2,1,1,6,2,6,7,2,2,3,7,7,6,1,1,1,1,1,1,61.675,104.821,107.598,30,3,12,8,4,1,28,1,,,66e8661e0c5e57cda7bf2d39,6a717b1f4315ca0c46f51534,6a71e04092f9aafb8c5c45a1,Designer watch,a designer watch,Digital book,a digital book,Fast food meal,a fast food meal
8/4/2026 6:50,8/4/2026 6:57,0,73.129.71.119,100,404,1,8/4/2026 6:57,R_6TkOq6Y6eP7GNPP,,,,,39.3127,-76.581,anonymous,EN,FL_EOS_ID,,1,2,1,1,4,1,3,5,2,1,3,3,1,2,1,2,1,1,6,5,3,1,3,3,1.478,55.212,55.901,57,1,15,10,2,0,1,1,1,5,2,1,1,3,1,4,4,2,1,2,1,1,1,1,1,1,5,2.707,43.637,45.221,50,1,3,2,4,1,1,0,0,0,1,5,3,3,2,3,1,5,3,4,2,2,7,7,7,5,6,1,1,1,1,3.967,53.421,54.37,49,1,250,300,7,0,23,2,Thanks,,6234a7fc493d026318784c23,6a717b1f4315ca0c46f51534,6a71e02363743c5a938c6cf7,Digital book,a digital book,Public Transit Pass,a public transit pass,Bike,a bike
8/4/2026 6:50,8/4/2026 6:57,0,172.58.240.131,100,430,1,8/4/2026 6:57,R_7AI2fdX4VgStazT,,,,,38.9208,-77.036,anonymous,EN,FL_EOS_ID,,1,2,1,1,3,1,1,2,5,7,7,7,1,1,5,7,7,7,7,7,1,1,1,1,11.653,104.439,106.224,21,1,15,20,6,1,4,5,4,4,7,7,7,2,1,6,7,7,7,7,6,6,7,1,1,1,1,5.585,67.804,72.001,21,5,50,30,7,1,1,0,0,0,7,2,7,1,1,1,3,7,7,7,1,1,7,7,7,7,7,1,1,1,1,4.352,59.788,60.945,22,4,500,300,6,0,43,2,,,6a0d00c7dbe235327e9f5f02,6a717b1f4315ca0c46f51534,6a71e00a86db19fcfec33a38,Board Game,a board game,Cartridge of Printer Ink,a cartridge of printer ink,Designer watch,a designer watch
8/4/2026 6:50,8/4/2026 6:57,0,70.124.109.197,100,424,1,8/4/2026 6:57,R_6Qs7BzfNM0aSZM2,,,,,27.6357,-99.5923,anonymous,EN,FL_EOS_ID,,1,2,1,4,7,7,1,1,7,7,7,4,4,7,4,7,7,7,7,7,1,1,1,1,8.118,186.518,188.822,22,3,500,350,7,0,4,1,1,1,1,1,1,7,7,1,1,1,7,7,7,1,2,1,1,1,1,2.519,30.917,31.52,22,1,15,7,2,1,1,0,0,0,1,1,1,1,1,1,1,7,7,1,1,1,7,7,4,1,1,1,1,1,1,25.467,53.517,54.956,22,4,50,40,3,0,21,2,,,697cbf945c186a9071d752fd,6a717b1f4315ca0c46f51534,6a71e0114ad0fc6847310acb,Monthly car payment,monthly car payment,Starbucks,Starbucks,Bottle of wine,a bottle of wine
8/4/2026 6:51,8/4/2026 6:57,0,174.181.68.54,100,395,1,8/4/2026 6:57,R_5nMDBR1n3DCFS94,,,,,40.3931,-79.8651,anonymous,EN,FL_EOS_ID,,1,2,1,5,7,7,1,2,2,2,6,5,1,1,2,7,7,6,6,5,1,1,1,1,11.85,192.5,193.349,23,5,2000,920,5,0,1,4,3,7,7,7,6,6,7,1,1,1,7,7,7,7,7,1,7,1,1,2.823,37.666,38.947,21,2,60,40,6,1,1,1,0,0,1,1,1,1,1,6,4,7,4,1,1,1,7,7,7,1,1,1,1,1,1,5.887,45.864,47.075,21,1,5,3,5,1,37,1,It was a great study overall!!,,66472a03650f9441b8f815d9,6a717b1f4315ca0c46f51534,6a71e03392f9aafb8c5c459f,Designer watch,a designer watch,Physical video game,a physical video game,Ice Cream,ice cream
8/4/2026 6:51,8/4/2026 6:57,0,72.238.248.221,100,363,1,8/4/2026 6:57,R_7YOvYd3ie8H9z8J,,,,,28.5531,-81.7597,anonymous,EN,FL_EOS_ID,,1,2,1,6,6,6,1,1,1,1,7,1,3,4,6,1,1,1,4,3,1,2,1,4,7.74,80.689,81.605,22,6,100,25,7,0,3,2,4,1,1,1,4,7,7,1,1,1,7,7,7,7,6,1,3,1,1,3.487,58.514,59.011,24,1,115,75,4,0,1,0,0,0,5,4,3,7,6,7,5,7,4,3,5,7,7,7,7,4,4,1,1,4,5,27.074,83.956,84.704,24,3,40,15,3,0,40,2,,,69da4fe7d13091bcb4edfb5d,6a717b1f4315ca0c46f51534,6a71e056a17801ada7aeacfd,Life insurance,life insurance,Bike,a bike,Cartridge of Printer Ink,a cartridge of printer ink
8/4/2026 6:51,8/4/2026 6:57,0,68.161.82.30,100,389,1,8/4/2026 6:57,R_6EDXRTEXM1Aq2E9,,,,,40.6914,-73.3731,anonymous,EN,FL_EOS_ID,,1,2,1,5,5,6,1,1,6,7,7,7,1,1,1,1,1,1,7,7,1,1,1,1,1.209,75.778,76.415,42,2,500,250,6,0,5,5,5,1,1,7,7,7,4,1,1,1,7,7,7,1,1,1,1,1,2,1.192,49.357,65.404,37,1,300,100,6,0,1,0,0,0,5,5,5,7,7,7,7,3,1,6,7,5,1,1,1,4,1,1,1,1,1,1.241,59.525,60.043,42,6,250,100,4,0,39,2,,,69ff90adb0598b12932552ad,6a717b1f4315ca0c46f51534,6a71e03cc059d13db1989540,Gym membership,a gym membership,Concert ticket,a concert ticket,Monthly car payment,monthly car payment
8/4/2026 6:51,8/4/2026 6:57,0,172.59.74.232,100,372,1,8/4/2026 6:57,R_3e5woptcZL7bsfh,,,,,39.0661,-94.6288,anonymous,EN,FL_EOS_ID,,1,2,1,2,2,3,3,1,5,2,7,6,2,2,6,7,7,3,3,2,1,1,1,1,5.629,97.36,98.341,41,1,5,4,3,1,6,6,5,5,6,5,2,2,6,2,2,6,1,2,1,6,6,3,2,1,1,5.442,72.788,73.97,31,5,12,6,3,0,1,1,0,0,5,6,4,6,6,5,3,5,6,6,3,1,7,7,7,6,6,1,1,1,1,4.212,57.239,58.127,29,5,30,15,4,0,54,2,,,69e585d0512bc0fdf02a4113,6a717b1f4315ca0c46f51534,6a71e00f869492e2393e4ff4,Ice Cream,ice cream,Netflix,a Netflix subscription,Physical video game,a physical video game
8/4/2026 6:50,8/4/2026 6:57,0,97.96.48.35,100,438,1,8/4/2026 6:57,R_7SIvUwGe5Xckojk,,,,,27.5875,-82.4251,anonymous,EN,FL_EOS_ID,,1,2,1,6,6,4,6,7,7,6,6,3,5,5,6,1,1,1,3,2,7,7,7,7,25.738,118.665,119.152,22,6,0,0,6,0,2,3,2,5,1,1,1,7,5,1,1,6,7,7,6,1,3,1,1,1,1,20.67,88.203,88.794,23,1,8,6,4,1,1,0,0,0,4,5,6,1,1,2,6,7,6,1,4,3,1,1,1,4,5,1,1,1,1,15.951,68.539,69.181,22,5,500,200,4,0,34,2,,,66dafb6bb359528886656338,6a717b1f4315ca0c46f51534,6a71e00e5c632ccc031cae19,Hotel Wifi,hotel wifi,Fast food meal,a fast food meal,Life insurance,life insurance
8/4/2026 6:50,8/4/2026 6:57,0,72.221.59.203,100,455,1,8/4/2026 6:57,R_7EB2ZAZpbWzNu0f,,,,,35.3684,-94.403,anonymous,EN,FL_EOS_ID,,1,2,1,4,5,4,1,2,1,2,7,6,1,1,2,7,7,7,4,5,1,3,1,1,14.601,92.131,93.183,22,1,5,4,6,1,3,4,5,2,2,2,3,3,3,3,3,5,7,7,7,7,6,1,1,1,1,6.742,123.047,124.654,21,1,1500,1500,7,0,1,0,0,0,4,4,4,5,3,2,5,2,1,6,7,7,7,7,7,7,6,1,1,2,2,9.381,83.666,84.749,22,2,25,10,6,1,58,1,,,66294cde75dca469b89e2d90,6a717b1f4315ca0c46f51534,6a71e000423a7307bb241b68,Starbucks,Starbucks,Laptop,a laptop,Textbook,a textbook
8/4/2026 6:49,8/4/2026 6:57,0,68.51.185.146,100,501,1,8/4/2026 6:57,R_790USPBSsvD5Rln,,,,,42.4943,-83.2072,anonymous,EN,FL_EOS_ID,,1,2,1,4,4,4,5,4,4,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,11.677,53.585,55.675,22,4,3,3,6,1,4,4,4,4,5,5,4,4,5,5,4,4,7,7,5,3,4,4,5,4,4,7.403,48.575,50.204,22,3,5,5,6,1,1,0,0,0,4,5,5,4,5,4,4,5,5,4,6,4,7,5,5,5,6,5,2,2,5,5.628,62.074,65.918,24,1,5,3,7,1,40,1,good survey,,6a034137cf969abde5bbfc53,6a717b1f4315ca0c46f51534,6a71dfd0ba8dad6e23523f27,Highway Toll,a highway toll,Starbucks,Starbucks,Textbook,a textbook
8/4/2026 6:51,8/4/2026 6:58,0,24.154.162.80,100,400,1,8/4/2026 6:58,R_7eQnD6MyFsFGeDq,,,,,41.022,-80.6659,anonymous,EN,FL_EOS_ID,,1,2,1,1,1,1,5,1,4,7,7,7,1,1,2,7,2,5,3,3,1,1,1,2,12.088,120.69,122.159,25,1,25,10,5,0,4,5,1,7,7,5,7,6,6,1,3,6,1,1,1,1,1,6,5,7,7,0,0,83.156,0,3,5,0,5,0,1,0,0,0,2,4,4,1,1,7,7,7,5,1,3,2,1,1,1,7,6,1,1,1,1,0,0,66.601,0,2,125,50,7,0,61,2,,,60d7558fd3a01169626ae963,6a717b1f4315ca0c46f51534,6a71dffc85a1a7a97779c888,Public Transit Pass,a public transit pass,Hotel Wifi,hotel wifi,Life insurance,life insurance
8/4/2026 6:49,8/4/2026 6:58,0,73.108.93.240,100,505,1,8/4/2026 6:58,R_5LAt9GlKOTQonAJ,,,,,31.99,-81.1032,anonymous,EN,FL_EOS_ID,,1,2,1,2,2,2,2,2,3,2,7,6,2,2,3,7,7,7,7,7,2,2,2,2,6.961,74.461,75.317,21,1,20,20,7,1,4,6,6,1,1,1,7,6,6,6,2,1,1,1,1,1,1,1,1,1,1,8.785,57.918,59.075,21,6,13,6,4,0,1,0,0,0,6,7,7,1,1,1,4,7,7,1,1,1,7,7,7,7,7,1,2,1,1,20.926,74.642,75.416,21,4,80,50,7,1,40,2,,,6a07118df49b63ff77840f49,6a717b1f4315ca0c46f51534,6a71dfc9a42bf4f13022e324,Board Game,a board game,Uber or Lyft,Uber or Lyft,Pair of sneakers,a pair of sneakers
8/4/2026 6:49,8/4/2026 6:58,0,66.11.148.37,100,495,1,8/4/2026 6:58,R_1Mh4tTj2XkiePBX,,,,,34.1892,-92.0495,anonymous,EN,FL_EOS_ID,,1,2,1,7,7,7,7,7,7,7,1,2,3,7,7,1,7,5,5,3,1,1,1,1,10.331,99.385,100.975,23,7,50,20,5,1,7,7,7,7,7,1,1,7,7,1,1,1,7,7,7,7,7,1,1,1,1,10.35,62.929,64.336,21,4,1000,50,1,0,1,1,0,0,7,7,7,7,7,5,7,5,5,5,7,7,7,7,7,7,5,1,1,1,1,8.829,69.481,70.7,22,7,400,250,7,0,57,2,"Buying gas is definitely painful in this economy, especially since I live way out and away from gas stations and have to travel for miles to get anywhere. I have to keep gas in my tank or I would be stuck at home. I can't afford a car payment right now, even though I need a new ride. I have never owned a designer watch and can't see wasting money on one...I have a phone to tell me what time it is.",,5e07a0898dffa00ff1aaf60f,6a717b1f4315ca0c46f51534,6a71dfe18b1ea7d51615eb41,Tank of Gas,a tank of gas,Designer watch,a designer watch,Monthly car payment,monthly car payment
8/4/2026 6:50,8/4/2026 6:58,0,174.85.248.55,100,465,1,8/4/2026 6:58,R_6jGwGuGZPwbxypj,,,,,34.803,-86.9714,anonymous,EN,FL_EOS_ID,,1,2,1,7,7,6,6,4,4,3,7,7,1,1,1,1,1,1,5,5,1,2,1,1,20.919,100.069,101.306,22,7,15,8,3,1,5,3,6,5,6,7,6,6,6,2,2,1,1,4,5,5,4,1,2,1,1,4.997,90.92,92.062,23,7,200,100,6,0,1,1,0,0,5,5,5,7,7,7,7,7,7,1,1,1,1,1,1,7,3,1,4,1,2,5.149,71.997,73.341,22,5,75,35,5,0,29,1,,,6a17341284c2898f5cde3739,6a717b1f4315ca0c46f51534,6a71dffde8b4ee0c62576f04,Netflix,a Netflix subscription,Monthly car payment,monthly car payment,Gym membership,a gym membership
8/4/2026 6:50,8/4/2026 6:58,0,47.203.33.22,100,466,1,8/4/2026 6:58,R_6q8TzJCqw6v05yY,,,,,27.7125,-82.299,anonymous,EN,FL_EOS_ID,,1,2,1,4,4,5,4,4,2,4,7,7,5,4,6,1,1,5,5,6,1,2,2,3,1.164,107.87,108.782,52,4,20,20,6,1,4,5,5,4,5,2,5,7,7,6,4,4,7,7,7,6,5,1,1,1,1,4.47,76.97,77.818,46,5,500,300,6,0,1,1,0,0,2,2,4,2,1,2,2,7,7,1,1,4,7,7,7,7,7,1,1,1,1,1.645,69.32,72.074,43,2,24,20,4,0,61,2,,,69fc890dba514ca137bb3487,6a717b1f4315ca0c46f51534,6a71dffee7eb535babe46692,Netflix,a Netflix subscription,Laptop,a laptop,Board Game,a board game
